Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T07:15:03.130700Z,77.17346459076903,39.84,117007351.46330512,2459814.980419601,
11441,LightBound,"Indianapolis, IN",2020-09-29T07:30:03.670168Z,77.17346459076903,39.527,105342104.51934302,2456199.7822927497,
11546,NineStar Connect,"Greenfield, IN",2020-09-29T07:45:03.037220Z,55.67161928072508,39.849,116768247.44499505,2480702.8143808427,
11546,NineStar Connect,"Greenfield, IN",2020-09-29T08:00:03.275352Z,55.67161928072508,40.49,116695048.15266393,2468161.0530397464,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T08:15:03.638790Z,77.17346459076903,39.761,117190585.39778984,2459626.1356201437,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T08:30:03.238659Z,77.17346459076903,38.796,116996000.2007241,2454122.333843696,
11546,NineStar Connect,"Greenfield, IN",2020-09-29T08:45:02.936150Z,55.67161928072508,40.004,116891690.9376468,2462078.027130653,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T09:00:03.653182Z,77.17346459076903,39.831,117268381.0686291,2461358.1458377917,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T09:15:03.270661Z,77.17346459076903,39.761,116499547.7272048,2451581.554790698,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T09:30:02.822376Z,77.17346459076903,39.0,116864738.03685425,2461062.815843311,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T09:45:03.262342Z,77.17346459076903,39.818,116641412.51821722,2468359.8347319984,
12226,Purdue University,"West Lafayette, IN",2020-09-29T10:00:03.717272Z,127.7839424178185,40.403,115882012.69585313,2461749.1662875186,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T10:15:03.601156Z,77.17346459076903,39.181,115789025.33808246,2461540.7096574293,
12226,Purdue University,"West Lafayette, IN",2020-09-29T10:30:03.443588Z,127.7839424178185,41.294,116694048.95785126,2469245.3175113387,
12226,Purdue University,"West Lafayette, IN",2020-09-29T10:45:03.105677Z,127.7839424178185,39.56,116761271.76364417,2458474.5530562513,
11441,LightBound,"Indianapolis, IN",2020-09-29T11:00:03.637579Z,77.17346459076903,39.193,116622170.4724103,2468278.2333801812,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T11:15:02.907034Z,77.17346459076903,39.38,116786941.48483764,2471287.682715613,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T11:30:03.631759Z,77.17346459076903,39.205,116869286.76599413,2469610.0254872967,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T11:45:02.991914Z,77.17346459076903,39.963,116997793.3483283,2468738.2020470086,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T12:00:03.541624Z,77.17346459076903,39.471,117004382.16049194,2469493.024725242,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T12:15:02.811119Z,77.17346459076903,39.989,116441033.26949747,2452517.062874715,
11546,NineStar Connect,"Greenfield, IN",2020-09-29T12:30:03.729200Z,55.67161928072508,40.562,11755665.596122617,2460441.602979708,
11546,NineStar Connect,"Greenfield, IN",2020-09-29T12:45:03.676683Z,55.67161928072508,39.975,115768634.23682788,2464209.948251283,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T13:00:03.212675Z,77.17346459076903,39.915,116861641.69732742,2471330.6331634577,
14162,University of Notre Dame,"Notre Dame, IN",2020-09-29T13:15:03.659556Z,178.96241419624894,32.441,117568226.26584744,2460713.449508503,
11441,LightBound,"Indianapolis, IN",2020-09-29T13:30:03.321582Z,77.17346459076903,39.257,106526285.41563152,2465469.260951043,
14162,University of Notre Dame,"Notre Dame, IN",2020-09-29T13:45:03.135215Z,178.96241419624894,31.174,117912284.23121001,2462033.8845659774,
14162,University of Notre Dame,"Notre Dame, IN",2020-09-29T14:00:03.748762Z,178.96241419624894,30.468,116799409.67001092,2464055.3002179097,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T14:15:03.322302Z,77.17346459076903,39.079,116896466.10556637,2459433.32447957,
11441,LightBound,"Indianapolis, IN",2020-09-29T14:30:03.175243Z,77.17346459076903,39.941,105467291.56875005,2467615.4346261583,
11546,NineStar Connect,"Greenfield, IN",2020-09-29T14:45:03.671943Z,55.67161928072508,40.218,116672625.76633322,2476668.9037869005,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T15:00:03.158063Z,77.17346459076903,39.551,116302312.28150737,2466431.1145081073,
8738,Xiber LLC,"Indianapolis, IN",2020-09-29T15:15:03.614929Z,77.17346459076903,39.71,117050168.87987633,2458106.1440757946,
